2400
(0.000000, 0.000000, 0.002500) (0.000000, 0.000000, 0.002500) (0.000000, 1.000000) 
(0.200000, 0.950000, 0.965000) (0.200000, 0.950000, 0.965000) (0.000000, 1.000000) 
(0.250000, 0.950000, 0.965000) (0.200000, 0.950000, 0.965000) (0.000000, 1.000000) 
(0.200000, 1.000000, 1.040000) (0.200000, 0.950000, 1.040000) (0.000000, 1.000000) 
(0.200000, 1.000000, 1.040000) (0.200000, 0.950000, 1.040000) (0.000000, 1.000000) 
(0.250000, 0.950000, 0.965000) (0.200000, 0.950000, 0.965000) (0.000000, 1.000000) 
(0.250000, 1.000000, 1.062500) (0.200000, 0.950000, 1.062500) (0.000000, 1.000000) 
(0.250000, 0.000000, 0.090000) (0.250000, 0.000000, 0.090000) (0.000000, 1.000000) 
(0.300000, 0.000000, 0.090000) (0.250000, 0.000000, 0.090000) (0.000000, 1.000000) 
(0.250000, 0.050000, 0.065000) (0.250000, 0.000000, 0.065000) (0.000000, 1.000000) 
(0.250000, 0.050000, 0.065000) (0.250000, 0.000000, 0.065000) (0.000000, 1.000000) 
(0.300000, 0.000000, 0.090000) (0.250000, 0.000000, 0.090000) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.092500) (0.250000, 0.000000, 0.092500) (0.000000, 1.000000) 
(0.250000, 0.050000, 0.092500) (0.250000, 0.050000, 0.092500) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.092500) (0.250000, 0.050000, 0.092500) (0.000000, 1.000000) 
(0.250000, 0.100000, 0.072500) (0.250000, 0.050000, 0.072500) (0.000000, 1.000000) 
(0.250000, 0.100000, 0.072500) (0.250000, 0.050000, 0.072500) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.092500) (0.250000, 0.050000, 0.092500) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.100000) (0.250000, 0.050000, 0.100000) (0.000000, 1.000000) 
(0.250000, 0.100000, 0.100000) (0.250000, 0.100000, 0.100000) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.100000) (0.250000, 0.100000, 0.100000) (0.000000, 1.000000) 
(0.250000, 0.150000, 0.085000) (0.250000, 0.100000, 0.085000) (0.000000, 1.000000) 
(0.250000, 0.150000, 0.085000) (0.250000, 0.100000, 0.085000) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.100000) (0.250000, 0.100000, 0.100000) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.112500) (0.250000, 0.100000, 0.112500) (0.000000, 1.000000) 
(0.250000, 0.150000, 0.112500) (0.250000, 0.150000, 0.112500) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.112500) (0.250000, 0.150000, 0.112500) (0.000000, 1.000000) 
(0.250000, 0.200000, 0.102500) (0.250000, 0.150000, 0.102500) (0.000000, 1.000000) 
(0.250000, 0.200000, 0.102500) (0.250000, 0.150000, 0.102500) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.112500) (0.250000, 0.150000, 0.112500) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.130000) (0.250000, 0.150000, 0.130000) (0.000000, 1.000000) 
(0.250000, 0.200000, 0.130000) (0.250000, 0.200000, 0.130000) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.130000) (0.250000, 0.200000, 0.130000) (0.000000, 1.000000) 
(0.250000, 0.250000, 0.125000) (0.250000, 0.200000, 0.125000) (0.000000, 1.000000) 
(0.250000, 0.250000, 0.125000) (0.250000, 0.200000, 0.125000) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.130000) (0.250000, 0.200000, 0.130000) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.152500) (0.250000, 0.200000, 0.152500) (0.000000, 1.000000) 
(0.250000, 0.250000, 0.152500) (0.250000, 0.250000, 0.152500) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.152500) (0.250000, 0.250000, 0.152500) (0.000000, 1.000000) 
(0.250000, 0.300000, 0.152500) (0.250000, 0.250000, 0.152500) (0.000000, 1.000000) 
(0.250000, 0.300000, 0.152500) (0.250000, 0.250000, 0.152500) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.152500) (0.250000, 0.250000, 0.152500) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.180000) (0.250000, 0.250000, 0.180000) (0.000000, 1.000000) 
(0.250000, 0.300000, 0.180000) (0.250000, 0.300000, 0.180000) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.180000) (0.250000, 0.300000, 0.180000) (0.000000, 1.000000) 
(0.250000, 0.350000, 0.185000) (0.250000, 0.300000, 0.185000) (0.000000, 1.000000) 
(0.250000, 0.350000, 0.185000) (0.250000, 0.300000, 0.185000) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.180000) (0.250000, 0.300000, 0.180000) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.212500) (0.250000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.250000, 0.350000, 0.212500) (0.250000, 0.350000, 0.212500) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.212500) (0.250000, 0.350000, 0.212500) (0.000000, 1.000000) 
(0.250000, 0.400000, 0.222500) (0.250000, 0.350000, 0.222500) (0.000000, 1.000000) 
(0.250000, 0.400000, 0.222500) (0.250000, 0.350000, 0.222500) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.212500) (0.250000, 0.350000, 0.212500) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.250000) (0.250000, 0.350000, 0.250000) (0.000000, 1.000000) 
(0.250000, 0.400000, 0.250000) (0.250000, 0.400000, 0.250000) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.250000) (0.250000, 0.400000, 0.250000) (0.000000, 1.000000) 
(0.250000, 0.450000, 0.265000) (0.250000, 0.400000, 0.265000) (0.000000, 1.000000) 
(0.250000, 0.450000, 0.265000) (0.250000, 0.400000, 0.265000) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.250000) (0.250000, 0.400000, 0.250000) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.292500) (0.250000, 0.400000, 0.292500) (0.000000, 1.000000) 
(0.250000, 0.450000, 0.292500) (0.250000, 0.450000, 0.292500) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.292500) (0.250000, 0.450000, 0.292500) (0.000000, 1.000000) 
(0.250000, 0.500000, 0.312500) (0.250000, 0.450000, 0.312500) (0.000000, 1.000000) 
(0.250000, 0.500000, 0.312500) (0.250000, 0.450000, 0.312500) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.292500) (0.250000, 0.450000, 0.292500) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.340000) (0.250000, 0.450000, 0.340000) (0.000000, 1.000000) 
(0.250000, 0.500000, 0.340000) (0.250000, 0.500000, 0.340000) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.340000) (0.250000, 0.500000, 0.340000) (0.000000, 1.000000) 
(0.250000, 0.550000, 0.365000) (0.250000, 0.500000, 0.365000) (0.000000, 1.000000) 
(0.250000, 0.550000, 0.365000) (0.250000, 0.500000, 0.365000) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.340000) (0.250000, 0.500000, 0.340000) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.392500) (0.250000, 0.500000, 0.392500) (0.000000, 1.000000) 
(0.250000, 0.550000, 0.392500) (0.250000, 0.550000, 0.392500) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.392500) (0.250000, 0.550000, 0.392500) (0.000000, 1.000000) 
(0.250000, 0.600000, 0.422500) (0.250000, 0.550000, 0.422500) (0.000000, 1.000000) 
(0.250000, 0.600000, 0.422500) (0.250000, 0.550000, 0.422500) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.392500) (0.250000, 0.550000, 0.392500) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.450000) (0.250000, 0.550000, 0.450000) (0.000000, 1.000000) 
(0.250000, 0.600000, 0.450000) (0.250000, 0.600000, 0.450000) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.450000) (0.250000, 0.600000, 0.450000) (0.000000, 1.000000) 
(0.250000, 0.650000, 0.485000) (0.250000, 0.600000, 0.485000) (0.000000, 1.000000) 
(0.250000, 0.650000, 0.485000) (0.250000, 0.600000, 0.485000) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.450000) (0.250000, 0.600000, 0.450000) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.512500) (0.250000, 0.600000, 0.512500) (0.000000, 1.000000) 
(0.250000, 0.650000, 0.512500) (0.250000, 0.650000, 0.512500) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.512500) (0.250000, 0.650000, 0.512500) (0.000000, 1.000000) 
(0.250000, 0.700000, 0.552500) (0.250000, 0.650000, 0.552500) (0.000000, 1.000000) 
(0.250000, 0.700000, 0.552500) (0.250000, 0.650000, 0.552500) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.512500) (0.250000, 0.650000, 0.512500) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.580000) (0.250000, 0.650000, 0.580000) (0.000000, 1.000000) 
(0.250000, 0.700000, 0.580000) (0.250000, 0.700000, 0.580000) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.580000) (0.250000, 0.700000, 0.580000) (0.000000, 1.000000) 
(0.250000, 0.750000, 0.625000) (0.250000, 0.700000, 0.625000) (0.000000, 1.000000) 
(0.250000, 0.750000, 0.625000) (0.250000, 0.700000, 0.625000) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.580000) (0.250000, 0.700000, 0.580000) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.652500) (0.250000, 0.700000, 0.652500) (0.000000, 1.000000) 
(0.250000, 0.750000, 0.652500) (0.250000, 0.750000, 0.652500) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.652500) (0.250000, 0.750000, 0.652500) (0.000000, 1.000000) 
(0.250000, 0.800000, 0.702500) (0.250000, 0.750000, 0.702500) (0.000000, 1.000000) 
(0.250000, 0.800000, 0.702500) (0.250000, 0.750000, 0.702500) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.652500) (0.250000, 0.750000, 0.652500) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.730000) (0.250000, 0.750000, 0.730000) (0.000000, 1.000000) 
(0.250000, 0.800000, 0.730000) (0.250000, 0.800000, 0.730000) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.730000) (0.250000, 0.800000, 0.730000) (0.000000, 1.000000) 
(0.250000, 0.850000, 0.785000) (0.250000, 0.800000, 0.785000) (0.000000, 1.000000) 
(0.250000, 0.850000, 0.785000) (0.250000, 0.800000, 0.785000) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.730000) (0.250000, 0.800000, 0.730000) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.812500) (0.250000, 0.800000, 0.812500) (0.000000, 1.000000) 
(0.250000, 0.850000, 0.812500) (0.250000, 0.850000, 0.812500) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.812500) (0.250000, 0.850000, 0.812500) (0.000000, 1.000000) 
(0.250000, 0.900000, 0.872500) (0.250000, 0.850000, 0.872500) (0.000000, 1.000000) 
(0.250000, 0.900000, 0.872500) (0.250000, 0.850000, 0.872500) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.812500) (0.250000, 0.850000, 0.812500) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.900000) (0.250000, 0.850000, 0.900000) (0.000000, 1.000000) 
(0.250000, 0.900000, 0.900000) (0.250000, 0.900000, 0.900000) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.900000) (0.250000, 0.900000, 0.900000) (0.000000, 1.000000) 
(0.250000, 0.950000, 0.965000) (0.250000, 0.900000, 0.965000) (0.000000, 1.000000) 
(0.250000, 0.950000, 0.965000) (0.250000, 0.900000, 0.965000) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.900000) (0.250000, 0.900000, 0.900000) (0.000000, 1.000000) 
(0.300000, 0.950000, 0.992500) (0.250000, 0.900000, 0.992500) (0.000000, 1.000000) 
(0.250000, 0.950000, 0.992500) (0.250000, 0.950000, 0.992500) (0.000000, 1.000000) 
(0.300000, 0.950000, 0.992500) (0.250000, 0.950000, 0.992500) (0.000000, 1.000000) 
(0.250000, 1.000000, 1.062500) (0.250000, 0.950000, 1.062500) (0.000000, 1.000000) 
(0.250000, 1.000000, 1.062500) (0.250000, 0.950000, 1.062500) (0.000000, 1.000000) 
(0.300000, 0.950000, 0.992500) (0.250000, 0.950000, 0.992500) (0.000000, 1.000000) 
(0.300000, 1.000000, 1.090000) (0.250000, 0.950000, 1.090000) (0.000000, 1.000000) 
(0.300000, 0.000000, 0.122500) (0.300000, 0.000000, 0.122500) (0.000000, 1.000000) 
(0.350000, 0.000000, 0.122500) (0.300000, 0.000000, 0.122500) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.092500) (0.300000, 0.000000, 0.092500) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.092500) (0.300000, 0.000000, 0.092500) (0.000000, 1.000000) 
(0.350000, 0.000000, 0.122500) (0.300000, 0.000000, 0.122500) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.125000) (0.300000, 0.000000, 0.125000) (0.000000, 1.000000) 
(0.300000, 0.050000, 0.125000) (0.300000, 0.050000, 0.125000) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.125000) (0.300000, 0.050000, 0.125000) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.100000) (0.300000, 0.050000, 0.100000) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.100000) (0.300000, 0.050000, 0.100000) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.125000) (0.300000, 0.050000, 0.125000) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.132500) (0.300000, 0.050000, 0.132500) (0.000000, 1.000000) 
(0.300000, 0.100000, 0.132500) (0.300000, 0.100000, 0.132500) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.132500) (0.300000, 0.100000, 0.132500) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.112500) (0.300000, 0.100000, 0.112500) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.112500) (0.300000, 0.100000, 0.112500) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.132500) (0.300000, 0.100000, 0.132500) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.145000) (0.300000, 0.100000, 0.145000) (0.000000, 1.000000) 
(0.300000, 0.150000, 0.145000) (0.300000, 0.150000, 0.145000) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.145000) (0.300000, 0.150000, 0.145000) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.130000) (0.300000, 0.150000, 0.130000) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.130000) (0.300000, 0.150000, 0.130000) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.145000) (0.300000, 0.150000, 0.145000) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.162500) (0.300000, 0.150000, 0.162500) (0.000000, 1.000000) 
(0.300000, 0.200000, 0.162500) (0.300000, 0.200000, 0.162500) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.162500) (0.300000, 0.200000, 0.162500) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.152500) (0.300000, 0.200000, 0.152500) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.152500) (0.300000, 0.200000, 0.152500) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.162500) (0.300000, 0.200000, 0.162500) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.185000) (0.300000, 0.200000, 0.185000) (0.000000, 1.000000) 
(0.300000, 0.250000, 0.185000) (0.300000, 0.250000, 0.185000) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.185000) (0.300000, 0.250000, 0.185000) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.180000) (0.300000, 0.250000, 0.180000) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.180000) (0.300000, 0.250000, 0.180000) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.185000) (0.300000, 0.250000, 0.185000) (0.000000, 1.000000) 
(0.350000, 0.300000, 0.212500) (0.300000, 0.250000, 0.212500) (0.000000, 1.000000) 
(0.300000, 0.300000, 0.212500) (0.300000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.350000, 0.300000, 0.212500) (0.300000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.212500) (0.300000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.212500) (0.300000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.350000, 0.300000, 0.212500) (0.300000, 0.300000, 0.212500) (0.000000, 1.000000) 
(0.350000, 0.350000, 0.245000) (0.300000, 0.300000, 0.245000) (0.000000, 1.000000) 
(0.300000, 0.350000, 0.245000) (0.300000, 0.350000, 0.245000) (0.000000, 1.000000) 
(0.350000, 0.350000, 0.245000) (0.300000, 0.350000, 0.245000) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.250000) (0.300000, 0.350000, 0.250000) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.250000) (0.300000, 0.350000, 0.250000) (0.000000, 1.000000) 
(0.350000, 0.350000, 0.245000) (0.300000, 0.350000, 0.245000) (0.000000, 1.000000) 
(0.350000, 0.400000, 0.282500) (0.300000, 0.350000, 0.282500) (0.000000, 1.000000) 
(0.300000, 0.400000, 0.282500) (0.300000, 0.400000, 0.282500) (0.000000, 1.000000) 
(0.350000, 0.400000, 0.282500) (0.300000, 0.400000, 0.282500) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.292500) (0.300000, 0.400000, 0.292500) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.292500) (0.300000, 0.400000, 0.292500) (0.000000, 1.000000) 
(0.350000, 0.400000, 0.282500) (0.300000, 0.400000, 0.282500) (0.000000, 1.000000) 
(0.350000, 0.450000, 0.325000) (0.300000, 0.400000, 0.325000) (0.000000, 1.000000) 
(0.300000, 0.450000, 0.325000) (0.300000, 0.450000, 0.325000) (0.000000, 1.000000) 
(0.350000, 0.450000, 0.325000) (0.300000, 0.450000, 0.325000) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.340000) (0.300000, 0.450000, 0.340000) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.340000) (0.300000, 0.450000, 0.340000) (0.000000, 1.000000) 
(0.350000, 0.450000, 0.325000) (0.300000, 0.450000, 0.325000) (0.000000, 1.000000) 
(0.350000, 0.500000, 0.372500) (0.300000, 0.450000, 0.372500) (0.000000, 1.000000) 
(0.300000, 0.500000, 0.372500) (0.300000, 0.500000, 0.372500) (0.000000, 1.000000) 
(0.350000, 0.500000, 0.372500) (0.300000, 0.500000, 0.372500) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.392500) (0.300000, 0.500000, 0.392500) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.392500) (0.300000, 0.500000, 0.392500) (0.000000, 1.000000) 
(0.350000, 0.500000, 0.372500) (0.300000, 0.500000, 0.372500) (0.000000, 1.000000) 
(0.350000, 0.550000, 0.425000) (0.300000, 0.500000, 0.425000) (0.000000, 1.000000) 
(0.300000, 0.550000, 0.425000) (0.300000, 0.550000, 0.425000) (0.000000, 1.000000) 
(0.350000, 0.550000, 0.425000) (0.300000, 0.550000, 0.425000) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.450000) (0.300000, 0.550000, 0.450000) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.450000) (0.300000, 0.550000, 0.450000) (0.000000, 1.000000) 
(0.350000, 0.550000, 0.425000) (0.300000, 0.550000, 0.425000) (0.000000, 1.000000) 
(0.350000, 0.600000, 0.482500) (0.300000, 0.550000, 0.482500) (0.000000, 1.000000) 
(0.300000, 0.600000, 0.482500) (0.300000, 0.600000, 0.482500) (0.000000, 1.000000) 
(0.350000, 0.600000, 0.482500) (0.300000, 0.600000, 0.482500) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.512500) (0.300000, 0.600000, 0.512500) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.512500) (0.300000, 0.600000, 0.512500) (0.000000, 1.000000) 
(0.350000, 0.600000, 0.482500) (0.300000, 0.600000, 0.482500) (0.000000, 1.000000) 
(0.350000, 0.650000, 0.545000) (0.300000, 0.600000, 0.545000) (0.000000, 1.000000) 
(0.300000, 0.650000, 0.545000) (0.300000, 0.650000, 0.545000) (0.000000, 1.000000) 
(0.350000, 0.650000, 0.545000) (0.300000, 0.650000, 0.545000) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.580000) (0.300000, 0.650000, 0.580000) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.580000) (0.300000, 0.650000, 0.580000) (0.000000, 1.000000) 
(0.350000, 0.650000, 0.545000) (0.300000, 0.650000, 0.545000) (0.000000, 1.000000) 
(0.350000, 0.700000, 0.612500) (0.300000, 0.650000, 0.612500) (0.000000, 1.000000) 
(0.300000, 0.700000, 0.612500) (0.300000, 0.700000, 0.612500) (0.000000, 1.000000) 
(0.350000, 0.700000, 0.612500) (0.300000, 0.700000, 0.612500) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.652500) (0.300000, 0.700000, 0.652500) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.652500) (0.300000, 0.700000, 0.652500) (0.000000, 1.000000) 
(0.350000, 0.700000, 0.612500) (0.300000, 0.700000, 0.612500) (0.000000, 1.000000) 
(0.350000, 0.750000, 0.685000) (0.300000, 0.700000, 0.685000) (0.000000, 1.000000) 
(0.300000, 0.750000, 0.685000) (0.300000, 0.750000, 0.685000) (0.000000, 1.000000) 
(0.350000, 0.750000, 0.685000) (0.300000, 0.750000, 0.685000) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.730000) (0.300000, 0.750000, 0.730000) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.730000) (0.300000, 0.750000, 0.730000) (0.000000, 1.000000) 
(0.350000, 0.750000, 0.685000) (0.300000, 0.750000, 0.685000) (0.000000, 1.000000) 
(0.350000, 0.800000, 0.762500) (0.300000, 0.750000, 0.762500) (0.000000, 1.000000) 
(0.300000, 0.800000, 0.762500) (0.300000, 0.800000, 0.762500) (0.000000, 1.000000) 
(0.350000, 0.800000, 0.762500) (0.300000, 0.800000, 0.762500) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.812500) (0.300000, 0.800000, 0.812500) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.812500) (0.300000, 0.800000, 0.812500) (0.000000, 1.000000) 
(0.350000, 0.800000, 0.762500) (0.300000, 0.800000, 0.762500) (0.000000, 1.000000) 
(0.350000, 0.850000, 0.845000) (0.300000, 0.800000, 0.845000) (0.000000, 1.000000) 
(0.300000, 0.850000, 0.845000) (0.300000, 0.850000, 0.845000) (0.000000, 1.000000) 
(0.350000, 0.850000, 0.845000) (0.300000, 0.850000, 0.845000) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.900000) (0.300000, 0.850000, 0.900000) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.900000) (0.300000, 0.850000, 0.900000) (0.000000, 1.000000) 
(0.350000, 0.850000, 0.845000) (0.300000, 0.850000, 0.845000) (0.000000, 1.000000) 
(0.350000, 0.900000, 0.932500) (0.300000, 0.850000, 0.932500) (0.000000, 1.000000) 
(0.300000, 0.900000, 0.932500) (0.300000, 0.900000, 0.932500) (0.000000, 1.000000) 
(0.350000, 0.900000, 0.932500) (0.300000, 0.900000, 0.932500) (0.000000, 1.000000) 
(0.300000, 0.950000, 0.992500) (0.300000, 0.900000, 0.992500) (0.000000, 1.000000) 
(0.300000, 0.950000, 0.992500) (0.300000, 0.900000, 0.992500) (0.000000, 1.000000) 
(0.350000, 0.900000, 0.932500) (0.300000, 0.900000, 0.932500) (0.000000, 1.000000) 
(0.350000, 0.950000, 1.025000) (0.300000, 0.900000, 1.025000) (0.000000, 1.000000) 
(0.300000, 0.950000, 1.025000) (0.300000, 0.950000, 1.025000) (0.000000, 1.000000) 
(0.350000, 0.950000, 1.025000) (0.300000, 0.950000, 1.025000) (0.000000, 1.000000) 
(0.300000, 1.000000, 1.090000) (0.300000, 0.950000, 1.090000) (0.000000, 1.000000) 
(0.300000, 1.000000, 1.090000) (0.300000, 0.950000, 1.090000) (0.000000, 1.000000) 
(0.350000, 0.950000, 1.025000) (0.300000, 0.950000, 1.025000) (0.000000, 1.000000) 
(0.350000, 1.000000, 1.122500) (0.300000, 0.950000, 1.122500) (0.000000, 1.000000) 
(0.350000, 0.000000, 0.160000) (0.350000, 0.000000, 0.160000) (0.000000, 1.000000) 
(0.400000, 0.000000, 0.160000) (0.350000, 0.000000, 0.160000) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.125000) (0.350000, 0.000000, 0.125000) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.125000) (0.350000, 0.000000, 0.125000) (0.000000, 1.000000) 
(0.400000, 0.000000, 0.160000) (0.350000, 0.000000, 0.160000) (0.000000, 1.000000) 
(0.400000, 0.050000, 0.162500) (0.350000, 0.000000, 0.162500) (0.000000, 1.000000) 
(0.350000, 0.050000, 0.162500) (0.350000, 0.050000, 0.162500) (0.000000, 1.000000) 
(0.400000, 0.050000, 0.162500) (0.350000, 0.050000, 0.162500) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.132500) (0.350000, 0.050000, 0.132500) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.132500) (0.350000, 0.050000, 0.132500) (0.000000, 1.000000) 
(0.400000, 0.050000, 0.162500) (0.350000, 0.050000, 0.162500) (0.000000, 1.000000) 
(0.400000, 0.100000, 0.170000) (0.350000, 0.050000, 0.170000) (0.000000, 1.000000) 
(0.350000, 0.100000, 0.170000) (0.350000, 0.100000, 0.170000) (0.000000, 1.000000) 
(0.400000, 0.100000, 0.170000) (0.350000, 0.100000, 0.170000) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.145000) (0.350000, 0.100000, 0.145000) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.145000) (0.350000, 0.100000, 0.145000) (0.000000, 1.000000) 
(0.400000, 0.100000, 0.170000) (0.350000, 0.100000, 0.170000) (0.000000, 1.000000) 
(0.400000, 0.150000, 0.182500) (0.350000, 0.100000, 0.182500) (0.000000, 1.000000) 
(0.350000, 0.150000, 0.182500) (0.350000, 0.150000, 0.182500) (0.000000, 1.000000) 
(0.400000, 0.150000, 0.182500) (0.350000, 0.150000, 0.182500) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.162500) (0.350000, 0.150000, 0.162500) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.162500) (0.350000, 0.150000, 0.162500) (0.000000, 1.000000) 
(0.400000, 0.150000, 0.182500) (0.350000, 0.150000, 0.182500) (0.000000, 1.000000) 
(0.400000, 0.200000, 0.200000) (0.350000, 0.150000, 0.200000) (0.000000, 1.000000) 
(0.350000, 0.200000, 0.200000) (0.350000, 0.200000, 0.200000) (0.000000, 1.000000) 
(0.400000, 0.200000, 0.200000) (0.350000, 0.200000, 0.200000) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.185000) (0.350000, 0.200000, 0.185000) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.185000) (0.350000, 0.200000, 0.185000) (0.000000, 1.000000) 
(0.400000, 0.200000, 0.200000) (0.350000, 0.200000, 0.200000) (0.000000, 1.000000) 
(0.400000, 0.250000, 0.222500) (0.350000, 0.200000, 0.222500) (0.000000, 1.000000) 
(0.350000, 0.250000, 0.222500) (0.350000, 0.250000, 0.222500) (0.000000, 1.000000) 
(0.400000, 0.250000, 0.222500) (0.350000, 0.250000, 0.222500) (0.000000, 1.000000) 
